strains,species,species_color,strains2,diversity2,color2
Pseudomonas_sp_BCA-17_7399,sp,#174590,Pseudomonas_sp_BCA-17_7399,3.76901020980458,#6A51A3
Pseudomonas_sp_BCA-13_7405,sp,#174590,Pseudomonas_sp_BCA-13_7405,3.76901020980458,#6A51A3
Pseudomonas_orientalis_DSM_17489_3694,orientalis,#7E7E80,Pseudomonas_orientalis_DSM_17489_3694,3.76901020980458,#6A51A3
Pseudomonas_sp_28_E_9_isolate_28_E_9_4077,sp,#174590,Pseudomonas_sp_28_E_9_isolate_28_E_9_4077,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p11E3_7919,sp,#174590,Pseudomonas_sp_286_isolate_p11E3_7919,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_EK007-7t-asp_5076,fluorescens,#70BCC9,Pseudomonas_fluorescens_EK007-7t-asp_5076,3.76901020980458,#6A51A3
Pseudomonas_lactis_UKR1_11711,lactis,#7E7E80,Pseudomonas_lactis_UKR1_11711,3.76901020980458,#6A51A3
Pseudomonas_lactis_FSL_R10-2514_7758,lactis,#7E7E80,Pseudomonas_lactis_FSL_R10-2514_7758,3.76901020980458,#6A51A3
Pseudomonas_sp_Root9_3771,sp,#174590,Pseudomonas_sp_Root9_3771,3.76901020980458,#6A51A3
Pseudomonas_sp_AP42_AP42_4092,sp,#174590,Pseudomonas_sp_AP42_AP42_4092,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_TDH5_5239,fluorescens,#70BCC9,Pseudomonas_fluorescens_TDH5_5239,3.76901020980458,#6A51A3
Pseudomonas_poae_PpR24_6368,poae,#7E7E80,Pseudomonas_poae_PpR24_6368,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_CFBP13510_9419,fluorescens,#70BCC9,Pseudomonas_fluorescens_CFBP13510_9419,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU14917_2434,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU14917_2434,3.76901020980458,#6A51A3
Pseudomonas_sp_DSM_29167_3739,sp,#174590,Pseudomonas_sp_DSM_29167_3739,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_EK007-RG4_5147,fluorescens,#70BCC9,Pseudomonas_fluorescens_EK007-RG4_5147,3.76901020980458,#6A51A3
Pseudomonas_sp_Pseudomonas_carnis_isolate_SpeckC_11566,sp,#174590,Pseudomonas_sp_Pseudomonas_carnis_isolate_SpeckC_11566,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_11293_6861,fluorescens,#70BCC9,Pseudomonas_fluorescens_11293_6861,3.76901020980458,#6A51A3
Pseudomonas_koreensis_P2_7166,koreensis,#7E7E80,Pseudomonas_koreensis_P2_7166,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_CPM15_9422,fluorescens,#70BCC9,Pseudomonas_fluorescens_CPM15_9422,3.76901020980458,#6A51A3
Pseudomonas_sp_NBRC_111138_3759,sp,#174590,Pseudomonas_sp_NBRC_111138_3759,3.76901020980458,#6A51A3
Pseudomonas_sp_NBRC_111137_3758,sp,#174590,Pseudomonas_sp_NBRC_111137_3758,3.76901020980458,#6A51A3
Pseudomonas_sp_NFR02_5387,sp,#174590,Pseudomonas_sp_NFR02_5387,3.76901020980458,#6A51A3
Pseudomonas_sp_OV184_9447,sp,#174590,Pseudomonas_sp_OV184_9447,3.76901020980458,#6A51A3
Pseudomonas_sp_CFT9_456,sp,#174590,Pseudomonas_sp_CFT9_456,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS887_11794,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS887_11794,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_PL54_6423,fluorescens,#70BCC9,Pseudomonas_fluorescens_PL54_6423,3.76901020980458,#6A51A3
Pseudomonas_sp_770NI_7658,sp,#174590,Pseudomonas_sp_770NI_7658,3.76901020980458,#6A51A3
Pseudomonas_sp_BTN1_5555,sp,#174590,Pseudomonas_sp_BTN1_5555,3.76901020980458,#6A51A3
Pseudomonas_libanensis_DSM_17149_3686,libanensis,#7E7E80,Pseudomonas_libanensis_DSM_17149_3686,3.76901020980458,#6A51A3
Pseudomonas_sp_DSM_29164_3738,sp,#174590,Pseudomonas_sp_DSM_29164_3738,3.76901020980458,#6A51A3
Pseudomonas_synxantha_MCP106_12298,synxantha,#7E7E80,Pseudomonas_synxantha_MCP106_12298,3.76901020980458,#6A51A3
Pseudomonas_synxantha_A342_5460,synxantha,#7E7E80,Pseudomonas_synxantha_A342_5460,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU14705_2430,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU14705_2430,3.76901020980458,#6A51A3
Pseudomonas_tolaasii_NCPPB_2192_6378,tolaasii,#7E7E80,Pseudomonas_tolaasii_NCPPB_2192_6378,NaN,#000000
Pseudomonas_fluorescens_ATCC_13525_6569,fluorescens,#70BCC9,Pseudomonas_fluorescens_ATCC_13525_6569,3.76901020980458,#6A51A3
Pseudomonas_orientalis_BS2775_5211,orientalis,#7E7E80,Pseudomonas_orientalis_BS2775_5211,NaN,#000000
Pseudomonas_yamanorum_LMG_27247_6834,yamanorum,#7E7E80,Pseudomonas_yamanorum_LMG_27247_6834,2.5220552088742,#A09DC9
Pseudomonas_costantinii_BS2773_5081,costantinii,#7E7E80,Pseudomonas_costantinii_BS2773_5081,NaN,#000000
Pseudomonas_trivialis_IHBB745_3101,trivialis,#7E7E80,Pseudomonas_trivialis_IHBB745_3101,3.76901020980458,#6A51A3
Pseudomonas_sp_S09F_262_6570,sp,#174590,Pseudomonas_sp_S09F_262_6570,3.76901020980458,#6A51A3
Pseudomonas_sp_S10E_269_6846,sp,#174590,Pseudomonas_sp_S10E_269_6846,3.76901020980458,#6A51A3
Pseudomonas_poae_BS2776_5788,poae,#7E7E80,Pseudomonas_poae_BS2776_5788,3.76901020980458,#6A51A3
Pseudomonas_sp_J380_12210,sp,#174590,Pseudomonas_sp_J380_12210,3.76901020980458,#6A51A3
Pseudomonas_libanensis_BS2975_6160,libanensis,#7E7E80,Pseudomonas_libanensis_BS2975_6160,3.76901020980458,#6A51A3
Pseudomonas_sp_BRG-100_2458,sp,#174590,Pseudomonas_sp_BRG-100_2458,3.76901020980458,#6A51A3
Pseudomonas_sp_Eur1_941_2460,sp,#174590,Pseudomonas_sp_Eur1_941_2460,3.76901020980458,#6A51A3
Pseudomonas_antarctica_BS2772_7007,antarctica,#7E7E80,Pseudomonas_antarctica_BS2772_7007,3.76901020980458,#6A51A3
Pseudomonas_grimontii_BS2976_7114,grimontii,#7E7E80,Pseudomonas_grimontii_BS2976_7114,3.76901020980458,#6A51A3
Pseudomonas_sp_BS2935_6685,sp,#174590,Pseudomonas_sp_BS2935_6685,3.76901020980458,#6A51A3
Pseudomonas_sp_FDAARGOS_380_6792,sp,#174590,Pseudomonas_sp_FDAARGOS_380_6792,3.76901020980458,#6A51A3
Pseudomonas_sp_S5D5_6422,sp,#174590,Pseudomonas_sp_S5D5_6422,3.76901020980458,#6A51A3
Pseudomonas_sp_R81_330,sp,#174590,Pseudomonas_sp_R81_330,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_PICF7_2957,fluorescens,#70BCC9,Pseudomonas_fluorescens_PICF7_2957,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_LBUM636_7217,fluorescens,#70BCC9,Pseudomonas_fluorescens_LBUM636_7217,2.5220552088742,#A09DC9
Pseudomonas_rhodesiae_BS2777_5990,rhodesiae,#7E7E80,Pseudomonas_rhodesiae_BS2777_5990,3.76901020980458,#6A51A3
Pseudomonas_veronii_R4_3092,veronii,#7E7E80,Pseudomonas_veronii_R4_3092,3.76901020980458,#6A51A3
Pseudomonas_sp_LH1G9_5954,sp,#174590,Pseudomonas_sp_LH1G9_5954,3.76901020980458,#6A51A3
Pseudomonas_veronii_Pvy_11565,veronii,#7E7E80,Pseudomonas_veronii_Pvy_11565,0.91829583405449,#E6E5F1
Pseudomonas_veronii_Pvy_12279,veronii,#7E7E80,Pseudomonas_veronii_Pvy_12279,0.91829583405449,#E6E5F1
Pseudomonas_sp_CFSAN084952_11688,sp,#174590,Pseudomonas_sp_CFSAN084952_11688,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_Pt14_4039,fluorescens,#70BCC9,Pseudomonas_fluorescens_Pt14_4039,3.76901020980458,#6A51A3
Pseudomonas_cedrina_BS2981_6213,cedrina,#7E7E80,Pseudomonas_cedrina_BS2981_6213,3.76901020980458,#6A51A3
Pseudomonas_poae_RE_1-1-14_197,poae,#7E7E80,Pseudomonas_poae_RE_1-1-14_197,3.76901020980458,#6A51A3
Pseudomonas_trivialis_BS3111_7205,trivialis,#7E7E80,Pseudomonas_trivialis_BS3111_7205,3.76901020980458,#6A51A3
Pseudomonas_synxantha_BG33R_474,synxantha,#7E7E80,Pseudomonas_synxantha_BG33R_474,3.76901020980458,#6A51A3
Pseudomonas_synxantha_30B_11593,synxantha,#7E7E80,Pseudomonas_synxantha_30B_11593,3.76901020980458,#6A51A3
Pseudomonas_synxantha_R2-4-08W_11595,synxantha,#7E7E80,Pseudomonas_synxantha_R2-4-08W_11595,3.76901020980458,#6A51A3
Pseudomonas_synxantha_R2-54-08W_11597,synxantha,#7E7E80,Pseudomonas_synxantha_R2-54-08W_11597,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_SS101_478,fluorescens,#70BCC9,Pseudomonas_fluorescens_SS101_478,3.76901020980458,#6A51A3
Pseudomonas_libanensis_DMSP-1_7378,libanensis,#7E7E80,Pseudomonas_libanensis_DMSP-1_7378,3.76901020980458,#6A51A3
Pseudomonas_sp_MYb193_6768,sp,#174590,Pseudomonas_sp_MYb193_6768,3.76901020980458,#6A51A3
Pseudomonas_sp_WCS374_2470,sp,#174590,Pseudomonas_sp_WCS374_2470,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_A506_168,fluorescens,#70BCC9,Pseudomonas_fluorescens_A506_168,3.76901020980458,#6A51A3
Pseudomonas_orientalis_F9_6667,orientalis,#7E7E80,Pseudomonas_orientalis_F9_6667,3.76901020980458,#6A51A3
Pseudomonas_orientalis_L1-3-08_11571,orientalis,#7E7E80,Pseudomonas_orientalis_L1-3-08_11571,3.76901020980458,#6A51A3
Pseudomonas_orientalis_8B_11574,orientalis,#7E7E80,Pseudomonas_orientalis_8B_11574,3.76901020980458,#6A51A3
Pseudomonas_sp_R5-89-07_11556,sp,#174590,Pseudomonas_sp_R5-89-07_11556,3.76901020980458,#6A51A3
Pseudomonas_sp_R3-52-08_11540,sp,#174590,Pseudomonas_sp_R3-52-08_11540,3.76901020980458,#6A51A3
Pseudomonas_sp_R4-39-08_7779,sp,#174590,Pseudomonas_sp_R4-39-08_7779,3.76901020980458,#6A51A3
Pseudomonas_sp_R2-37-08W_11538,sp,#174590,Pseudomonas_sp_R2-37-08W_11538,3.76901020980458,#6A51A3
Pseudomonas_sp_R4-34-07_7716,sp,#174590,Pseudomonas_sp_R4-34-07_7716,3.76901020980458,#6A51A3
Pseudomonas_sp_R1-43-08_11559,sp,#174590,Pseudomonas_sp_R1-43-08_11559,3.76901020980458,#6A51A3
Pseudomonas_sp_R2-7-07_9503,sp,#174590,Pseudomonas_sp_R2-7-07_9503,3.76901020980458,#6A51A3
Pseudomonas_sp_R3-18-08_7774,sp,#174590,Pseudomonas_sp_R3-18-08_7774,3.76901020980458,#6A51A3
Pseudomonas_sp_NS1_6814,sp,#174590,Pseudomonas_sp_NS1_6814,NaN,#000000
Pseudomonas_fluorescens_SIK_W1_9399,fluorescens,#70BCC9,Pseudomonas_fluorescens_SIK_W1_9399,3.76901020980458,#6A51A3
Pseudomonas_sp_SXM-1_7402,sp,#174590,Pseudomonas_sp_SXM-1_7402,3.76901020980458,#6A51A3
Pseudomonas_sp_NC02_6131,sp,#174590,Pseudomonas_sp_NC02_6131,3.76901020980458,#6A51A3
Pseudomonas_sp_LBUM920_11438,sp,#174590,Pseudomonas_sp_LBUM920_11438,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_NCTC10038_6712,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCTC10038_6712,3.76901020980458,#6A51A3
Pseudomonas_antarctica_PAMC_27494_4017,antarctica,#7E7E80,Pseudomonas_antarctica_PAMC_27494_4017,3.76901020980458,#6A51A3
Pseudomonas_sp_TKP_218,sp,#174590,Pseudomonas_sp_TKP_218,3.76901020980458,#6A51A3
Pseudomonas_veronii_R02_5004,veronii,#7E7E80,Pseudomonas_veronii_R02_5004,3.76901020980458,#6A51A3
Pseudomonas_simiae_WCS417_2455,simiae,#7E7E80,Pseudomonas_simiae_WCS417_2455,3.76901020980458,#6A51A3
Pseudomonas_azotoformans_F77_5274,azotoformans,#7E7E80,Pseudomonas_azotoformans_F77_5274,3.76901020980458,#6A51A3
Pseudomonas_sp_LG1E9_6435,sp,#174590,Pseudomonas_sp_LG1E9_6435,3.76901020980458,#6A51A3
Pseudomonas_azotoformans_P45A_9377,azotoformans,#7E7E80,Pseudomonas_azotoformans_P45A_9377,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_WH6_411,fluorescens,#70BCC9,Pseudomonas_fluorescens_WH6_411,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_PCL1601_5635,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_PCL1601_5635,3.76901020980458,#6A51A3
Pseudomonas_sp_NFPP07_6053,sp,#174590,Pseudomonas_sp_NFPP07_6053,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_LBs-160603_7143,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_LBs-160603_7143,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_DSM_21509_5502,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_DSM_21509_5502,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_L19_6061,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_L19_6061,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_NCTC7357_7560,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_NCTC7357_7560,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_subsp_aureofaciens_C50_7545,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_subsp_aureofaciens_C50_7545,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR36_7552,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR36_7552,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_B25_7556,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_B25_7556,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_subsp_piscium_SLPH10_7528,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_subsp_piscium_SLPH10_7528,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_subsp_piscium_DSM_21509_7525,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_subsp_piscium_DSM_21509_7525,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_TAMOak81_7536,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_TAMOak81_7536,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_ATCC_17415_7537,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_ATCC_17415_7537,3.76901020980458,#6A51A3
Pseudomonas_chlororaphis_subsp_aureofaciens_30-84_479,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_subsp_aureofaciens_30-84_479,3.76901020980458,#6A51A3
Pseudomonas_sp_CMR5c_11348,sp,#174590,Pseudomonas_sp_CMR5c_11348,3.76901020980458,#6A51A3
Pseudomonas_sp_CMR12a_7410,sp,#174590,Pseudomonas_sp_CMR12a_7410,NaN,#000000
Pseudomonas_sp_Fl5BN2_11705,sp,#174590,Pseudomonas_sp_Fl5BN2_11705,3.76901020980458,#6A51A3
Pseudomonas_protegens_14B2_11376,protegens,#7E7E80,Pseudomonas_protegens_14B2_11376,3.76901020980458,#6A51A3
Pseudomonas_protegens_FD6_7127,protegens,#7E7E80,Pseudomonas_protegens_FD6_7127,NaN,#000000
Pseudomonas_sp_LD120_11658,sp,#174590,Pseudomonas_sp_LD120_11658,3.76901020980458,#6A51A3
Pseudomonas_protegens_4_7020,protegens,#7E7E80,Pseudomonas_protegens_4_7020,3.76901020980458,#6A51A3
Pseudomonas_protegens_38G2_11370,protegens,#7E7E80,Pseudomonas_protegens_38G2_11370,3.76901020980458,#6A51A3
Pseudomonas_protegens_11_6763,protegens,#7E7E80,Pseudomonas_protegens_11_6763,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU11706_2970,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU11706_2970,3.76901020980458,#6A51A3
Pseudomonas_protegens_XY2F4_11379,protegens,#7E7E80,Pseudomonas_protegens_XY2F4_11379,3.76901020980458,#6A51A3
Pseudomonas_protegens_BNJ-SS-45_6851,protegens,#7E7E80,Pseudomonas_protegens_BNJ-SS-45_6851,3.76901020980458,#6A51A3
Pseudomonas_saponiphila_DSM_9751_5997,saponiphila,#7E7E80,Pseudomonas_saponiphila_DSM_9751_5997,3.76901020980458,#6A51A3
Pseudomonas_protegens_FDAARGOS_307_6132,protegens,#7E7E80,Pseudomonas_protegens_FDAARGOS_307_6132,3.76901020980458,#6A51A3
Pseudomonas_protegens_SN15-2_12196,protegens,#7E7E80,Pseudomonas_protegens_SN15-2_12196,3.76901020980458,#6A51A3
Pseudomonas_protegens_pf5-k3_12194,protegens,#7E7E80,Pseudomonas_protegens_pf5-k3_12194,3.76901020980458,#6A51A3
Pseudomonas_sp_PH1b_2466,sp,#174590,Pseudomonas_sp_PH1b_2466,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU20219_2979,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU20219_2979,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU13852_2976,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU13852_2976,3.76901020980458,#6A51A3
Pseudomonas_protegens_K9441_5298,protegens,#7E7E80,Pseudomonas_protegens_K9441_5298,3.76901020980458,#6A51A3
Pseudomonas_protegens_BRIP_5086,protegens,#7E7E80,Pseudomonas_protegens_BRIP_5086,3.76901020980458,#6A51A3
Pseudomonas_protegens_PGNR1_5259,protegens,#7E7E80,Pseudomonas_protegens_PGNR1_5259,3.76901020980458,#6A51A3
Pseudomonas_protegens_3295_12192,protegens,#7E7E80,Pseudomonas_protegens_3295_12192,3.76901020980458,#6A51A3
Pseudomonas_protegens_PF-1_11380,protegens,#7E7E80,Pseudomonas_protegens_PF-1_11380,3.76901020980458,#6A51A3
Pseudomonas_protegens_1B1_11371,protegens,#7E7E80,Pseudomonas_protegens_1B1_11371,3.76901020980458,#6A51A3
Pseudomonas_protegens_Darke_11374,protegens,#7E7E80,Pseudomonas_protegens_Darke_11374,3.76901020980458,#6A51A3
Pseudomonas_protegens_PF_5399,protegens,#7E7E80,Pseudomonas_protegens_PF_5399,3.76901020980458,#6A51A3
Pseudomonas_protegens_Wayne_11375,protegens,#7E7E80,Pseudomonas_protegens_Wayne_11375,3.76901020980458,#6A51A3
Pseudomonas_protegens_JUb28_11378,protegens,#7E7E80,Pseudomonas_protegens_JUb28_11378,3.76901020980458,#6A51A3
Pseudomonas_protegens_pf5_12193,protegens,#7E7E80,Pseudomonas_protegens_pf5_12193,3.76901020980458,#6A51A3
Pseudomonas_protegens_pf5-k2_12195,protegens,#7E7E80,Pseudomonas_protegens_pf5-k2_12195,3.76901020980458,#6A51A3
Pseudomonas_protegens_Cab57_isolate_Cab57_11365,protegens,#7E7E80,Pseudomonas_protegens_Cab57_isolate_Cab57_11365,3.76901020980458,#6A51A3
Pseudomonas_sp_Os17_Os17_4108,sp,#174590,Pseudomonas_sp_Os17_Os17_4108,3.76901020980458,#6A51A3
Pseudomonas_sp_St29_St29_4114,sp,#174590,Pseudomonas_sp_St29_St29_4114,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_37D10_11354,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_37D10_11354,3.76901020980458,#6A51A3
Pseudomonas_sp_MYb115_7263,sp,#174590,Pseudomonas_sp_MYb115_7263,3.76901020980458,#6A51A3
Pseudomonas_sp_URHB0015_200,sp,#174590,Pseudomonas_sp_URHB0015_200,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3h17_isolate_Pseudomonas_sp_Irchel_s_6766,sp,#174590,Pseudomonas_sp_Irchel_s3h17_isolate_Pseudomonas_sp_Irchel_s_6766,3.76901020980458,#6A51A3
Pseudomonas_sp_FW300-N1A1_6276,sp,#174590,Pseudomonas_sp_FW300-N1A1_6276,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3b6_isolate_Pseudomonas_sp_Irchel_s3_6696,sp,#174590,Pseudomonas_sp_Irchel_s3b6_isolate_Pseudomonas_sp_Irchel_s3_6696,3.76901020980458,#6A51A3
Pseudomonas_sp_Irchel_s3a18_isolate_Pseudomonas_sp_Irchel_s_6473,sp,#174590,Pseudomonas_sp_Irchel_s3a18_isolate_Pseudomonas_sp_Irchel_s_6473,3.76901020980458,#6A51A3
Pseudomonas_sp_Pf153_7084,sp,#174590,Pseudomonas_sp_Pf153_7084,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC43_5152,sp,#174590,Pseudomonas_sp_NFACC43_5152,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC09-4_5032,sp,#174590,Pseudomonas_sp_NFACC09-4_5032,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_Wood3_11349,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_Wood3_11349,3.76901020980458,#6A51A3
Pseudomonas_sp_P9738_5844,sp,#174590,Pseudomonas_sp_P9738_5844,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_36B7_11350,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_36B7_11350,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_36D4_11351,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_36D4_11351,3.76901020980458,#6A51A3
Pseudomonas_sp_Fig-3_7507,sp,#174590,Pseudomonas_sp_Fig-3_7507,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC45_7169,sp,#174590,Pseudomonas_sp_NFACC45_7169,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC39-1_6257,sp,#174590,Pseudomonas_sp_NFACC39-1_6257,3.76901020980458,#6A51A3
Pseudomonas_sp_Q12-87_6933,sp,#174590,Pseudomonas_sp_Q12-87_6933,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_FW300-N2C3_3863,fluorescens,#70BCC9,Pseudomonas_fluorescens_FW300-N2C3_3863,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_FW300-N2E2_4032,fluorescens,#70BCC9,Pseudomonas_fluorescens_FW300-N2E2_4032,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_L13-6-12_4021,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_L13-6-12_4021,3.76901020980458,#6A51A3
Pseudomonas_sp_7SR1_5641,sp,#174590,Pseudomonas_sp_7SR1_5641,NaN,#000000
Pseudomonas_chlororaphis_UFB2_isolate_Soil_2921,chlororaphis,#7E7E80,Pseudomonas_chlororaphis_UFB2_isolate_Soil_2921,NaN,#000000
Pseudomonas_fluorescens_Q2-87_475,fluorescens,#70BCC9,Pseudomonas_fluorescens_Q2-87_475,3.76901020980458,#6A51A3
Pseudomonas_kilonensis_ZKA7_7381,kilonensis,#7E7E80,Pseudomonas_kilonensis_ZKA7_7381,3.76901020980458,#6A51A3
Pseudomonas_sp_A214_5260,sp,#174590,Pseudomonas_sp_A214_5260,3.76901020980458,#6A51A3
Pseudomonas_sp_s211_2017_6831,sp,#174590,Pseudomonas_sp_s211_2017_6831,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_BS3663_5719,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_BS3663_5719,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_Pf275_9398,fluorescens,#70BCC9,Pseudomonas_fluorescens_Pf275_9398,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_FR1_6108,fluorescens,#70BCC9,Pseudomonas_fluorescens_FR1_6108,3.76901020980458,#6A51A3
Pseudomonas_thivervalensis_BS3779_6978,thivervalensis,#7E7E80,Pseudomonas_thivervalensis_BS3779_6978,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_2P24_9397,fluorescens,#70BCC9,Pseudomonas_fluorescens_2P24_9397,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_DF41_2913,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_DF41_2913,3.76901020980458,#6A51A3
Pseudomonas_sp_11K1_7725,sp,#174590,Pseudomonas_sp_11K1_7725,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_S-1_12185,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_S-1_12185,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_subsp_brassicacearum_NFM421_158,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_subsp_brassicacearum_NFM421_158,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_LBUM300_3862,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_LBUM300_3862,3.76901020980458,#6A51A3
Pseudomonas_sp_43MFCvi11_7085,sp,#174590,Pseudomonas_sp_43MFCvi11_7085,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p11H11_7942,sp,#174590,Pseudomonas_sp_286_isolate_p11H11_7942,3.76901020980458,#6A51A3
Pseudomonas_thivervalensis_DSM_13194_6852,thivervalensis,#7E7E80,Pseudomonas_thivervalensis_DSM_13194_6852,3.76901020980458,#6A51A3
Pseudomonas_thivervalensis_PITR2_5854,thivervalensis,#7E7E80,Pseudomonas_thivervalensis_PITR2_5854,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC24-1_6872,sp,#174590,Pseudomonas_sp_NFACC24-1_6872,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC37-1_6749,sp,#174590,Pseudomonas_sp_NFACC37-1_6749,3.76901020980458,#6A51A3
Pseudomonas_sp_NFIX10_5794,sp,#174590,Pseudomonas_sp_NFIX10_5794,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC11-2_7066,sp,#174590,Pseudomonas_sp_NFACC11-2_7066,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC14_6234,sp,#174590,Pseudomonas_sp_NFACC14_6234,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC13-1_6401,sp,#174590,Pseudomonas_sp_NFACC13-1_6401,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC23-1_6668,sp,#174590,Pseudomonas_sp_NFACC23-1_6668,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC08-1_6568,sp,#174590,Pseudomonas_sp_NFACC08-1_6568,3.76901020980458,#6A51A3
Pseudomonas_sp_NFACC05-1_6146,sp,#174590,Pseudomonas_sp_NFACC05-1_6146,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_TM1A3_5606,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_TM1A3_5606,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_et76_3682,fluorescens,#70BCC9,Pseudomonas_fluorescens_et76_3682,3.76901020980458,#6A51A3
Pseudomonas_brassicacearum_93F8_11353,brassicacearum,#7E7E80,Pseudomonas_brassicacearum_93F8_11353,3.76901020980458,#6A51A3
Pseudomonas_kilonensis_1855-344_2985,kilonensis,#7E7E80,Pseudomonas_kilonensis_1855-344_2985,3.76901020980458,#6A51A3
